1998-05-15T08:39|10000.0,1000.0|38.0|All Others
1998-05-18T06:54|4000.0,6000.0|46.0|US
1998-05-22T08:55|9000.0,1000.0|38.0|All Others
1998-05-28T05:16|9000.0,1000.0|11.999999|US
1998-05-29T10:31|10000.0,10000.0|43.000004|US
1998-06-03T08:09|6000.0,6000.0|15.0|US
1998-06-05T02:01|6000.0,2000.0|47.999996|US
1998-06-06T11:16|11000.0,0.0|Null|US
1998-06-07T10:22|11000.0,6000.0|23.999998|US
1998-06-11T04:20|14000.0,10000.0|46.0|US
1998-06-14T02:31|14000.0,2000.0|32.0|FR
